TEM_kg,MERPercentile_5,Uncertainty_Lower_5,Uncertainty_Upper_5,MERPercentile_25,Uncertainty_Lower_25,Uncertainty_Upper_25,MERPercentile_50,Uncertainty_Lower_50,Uncertainty_Upper_50,MERPercentile_75,Uncertainty_Lower_75,Uncertainty_Upper_75,MERPercentile_95,Uncertainty_Lower_95,Uncertainty_Upper_95,Best_MER_Estimate_kg/s,Best_MER_Estimate_kg/s_Uncertainty,Duration_hr_P5,Duration_hr_P25,Duration_hr_P50,Duration_hr_P75,Duration_hr_P95,Duration_hr_best_estimate,Duration_hr_best_estimate_Uncertainty
108490338355.23187,3096970.6096730586,2118678.990003306,3302910.161095669,3648774.6108098174,3545267.039257675,3744617.2784723444,4102959.827496686,4010537.331434482,4187653.188935836,4603567.725260739,4489129.691205838,4738797.627732806,5452975.103180462,5121238.699310105,7761653.38360774,2356004.493507403,4458743.22251207,9.697413664498807,8.238385887066197,7.3381082145273195,6.548808846345508,5.527220272531921,12.85305892546757,6.596794317718479
3254691870857.11,33954516.970614105,18386172.67093743,37602877.35329291,45474139.666164,43106157.43924211,47741436.26727419,55895477.94002918,53736532.88086259,57957608.54814004,68377113.74582456,65396973.12237461,72018142.46231067,92523582.58410539,82349708.58595034,172353785.15128484,58569065.61349128,134750907.79799193,26.406887606263332,19.794934343101506,16.192162872673403,13.222836376123913,9.822467187015429,15.640027234396946,5.875602313234533
